Sample_ID,CentroidX,CentroidY,Mass,Width,Depth,Orientation0,Orientation1,Orientation2,Orientation3,Orientation4,Orientation5,Orientation6,Orientation7,Orientation8,Orientation9,Leaf weight,LeafArea,Leaf Hue,Class
131,177.0999,252.175,0.359002624,256.0509381,449.5255639,0.277417486,0.183565922,0.113001504,0.077383381,0.062456675,0.045760697,0.049058352,0.052846477,0.063053724,0.075356294,,10475.58758,,B
132,171.6082,203.1855,0.296859964,195.5373432,433.1098333,0.291096661,0.186421036,0.114829025,0.074052593,0.061398443,0.047813988,0.048896697,0.054114321,0.056491602,0.064585108,,8552.514753,,B
133,143.3992,239.3303,0.319010357,216.1901217,430.9460251,0.286201708,0.190250784,0.111675695,0.072261891,0.059613347,0.047066343,0.049013256,0.05498182,0.060271204,0.068821105,,9537.123133,62.98152636,B
134,194.5897,276.9497,0.309654035,225.2993457,631.2320117,0.224827058,0.185038727,0.116709475,0.078199902,0.065414479,0.05055935,0.052360038,0.057760209,0.074865496,0.094122085,,11378.6986,62.12682716,B
135,159.5575,281.2346,0.372193584,228.8846779,701.8828749,0.176024344,0.162677812,0.133940223,0.090567371,0.074297013,0.056213093,0.057185754,0.064201189,0.079936961,0.104821151,,9488.714336,68.19063288,B
136,154.5929,269.7277,0.402733316,251.0468651,691.2809368,0.228500559,0.173022223,0.118560424,0.079036064,0.066676296,0.051264275,0.055011539,0.062754915,0.070905576,0.093729809,,10313.12177,62.97004099,B
137,164.9047,235.5809,0.352979968,225.3878214,619.209606,0.268324744,0.178845462,0.12068105,0.080299049,0.069326924,0.050841916,0.050824135,0.053287424,0.059482456,0.067931906,,10102.99621,57.71718507,B
138,178.1727,253.323,0.358836759,248.1736068,442.7548279,0.277407645,0.183626583,0.112995112,0.077420181,0.062680685,0.045912795,0.049181943,0.052993703,0.062969365,0.075403952,,10524.85719,67.53363434,B
139,173.3867,201.9223,0.297421644,190.2780526,435.4002798,0.29127862,0.186272374,0.114971707,0.073703002,0.061517428,0.048194233,0.048958858,0.054289388,0.056164437,0.064449803,,8555.123969,59.17703026,B
140,143.0766,236.565,0.323467076,216.7133694,428.6424248,0.286047519,0.189880887,0.111647153,0.072174495,0.059909471,0.046962917,0.049096892,0.054930259,0.060265851,0.068598366,,9539.662657,62.98804909,B
141,194.5608,276.0143,0.311471159,227.7314622,625.6194578,0.224872967,0.184938721,0.11658346,0.078210489,0.065606976,0.050730801,0.052688118,0.057876988,0.074948644,0.094092206,,11398.99026,62.11568338,B
142,160.1154,279.8487,0.369608154,225.156267,703.9772068,0.17587107,0.162854593,0.134010542,0.090512003,0.074284136,0.056180158,0.057032886,0.064282179,0.080026298,0.104810945,,9493.899044,,B
143,153.7921,268.3006,0.403943287,248.7052232,694.526325,0.22895601,0.173026188,0.118762781,0.078907293,0.066685392,0.051629219,0.055198622,0.062596757,0.071267301,0.093395528,0.02,10374.75743,62.86398448,B
144,164.815,235.5767,0.352605355,230.7837053,617.9150493,0.268211528,0.178983291,0.120543931,0.080334967,0.069291494,0.051014116,0.051128613,0.053358297,0.059320888,0.067748691,0.04,10147.48073,57.90403634,B
145,177.6254,252.4382,0.355445749,246.6270037,452.3577695,0.277384889,0.183624001,0.112888887,0.077333213,0.06253666,0.045742028,0.049134733,0.052939696,0.062970361,0.075384235,0.05,10531.37971,67.1512371,B
146,169.3723,201.2072,0.301281155,188.2267545,438.5457845,0.291232868,0.186615964,0.114738174,0.074055784,0.061500762,0.047940253,0.048826995,0.054316578,0.056418949,0.064655838,0.03,8573.267637,59.38256352,B
147,143.5311,236.0228,0.328480771,220.7546623,433.264393,0.286182903,0.190378765,0.111722451,0.072267961,0.059817629,0.046878079,0.04901937,0.055017616,0.060459007,0.068648267,0.05,9604.987058,62.71477775,B
148,195.248,277.1122,0.306602962,227.8387598,626.0634639,0.224582769,0.184988877,0.116668741,0.078419417,0.065620708,0.050455451,0.052252178,0.057689333,0.074969257,0.094426456,0.04,11351.72833,62.17814227,B
149,158.7411,282.9916,0.371343453,229.0793402,701.8297671,0.176037052,0.163032937,0.133850072,0.090809343,0.074190539,0.056267705,0.057052684,0.064163055,0.079689915,0.104752016,,9516.726617,67.83204975,B
150,154.1109,267.591,0.406107466,247.4074431,690.0313771,0.228739374,0.172859366,0.118564145,0.0790234,0.066702017,0.051611727,0.055057816,0.06267316,0.071120865,0.093527893,0.01,10367.65825,62.93648233,B
151,163.9446,235.9827,0.350649111,227.1436199,614.2989033,0.268129533,0.17885938,0.120710325,0.080374227,0.069411174,0.050875385,0.051074492,0.053385816,0.059341692,0.06770422,0.01,10126.70181,57.72710492,B
152,177.6418,253.7941,0.357812392,253.6564741,453.0428215,0.277339229,0.183635276,0.113034248,0.077369521,0.062517017,0.04583217,0.049025831,0.052911379,0.062960833,0.075319408,0.01,10480.89501,67.02413284,B
153,171.656,201.2617,0.29912947,189.3576197,431.4833298,0.291144764,0.186417647,0.114967796,0.074024702,0.061397273,0.048058666,0.048936614,0.054233118,0.056366705,0.064594142,0.04,8542.006372,59.19249327,B
154,143.4663,233.1514,0.327948269,217.8618708,431.0910248,0.28614344,0.190036059,0.111734448,0.072312561,0.059675144,0.047014417,0.04901855,0.054919568,0.060319647,0.068733304,,9542.429816,63.16027708,B
155,195.3754,277.5622,0.309942694,225.2341444,624.6910257,0.224767552,0.184911833,0.116765864,0.078183367,0.065444196,0.050562345,0.052425832,0.057763439,0.074770033,0.094121016,0.01,11344.92914,62.11829299,B
156,160.6599,281.3287,0.367357714,224.3179303,702.5027569,0.176050593,0.162730741,0.134020366,0.090662388,0.07428596,0.05620403,0.057227277,0.064324481,0.07986908,0.104653463,0.01,9490.369371,68.74923926,B
157,153.2371727,267.7652777,0.406525075,246.0948444,692.6569892,0.228612012,0.172981264,0.118535774,0.078902445,0.066649861,0.051567384,0.054879602,0.062820375,0.071335729,0.093573403,0.04,10322.61635,63.18187457,B
158,164.5693476,236.0924826,0.348965168,223.9698735,616.5333068,0.268212309,0.179055417,0.12076319,0.080418741,0.069358891,0.051042438,0.051036325,0.053445276,0.05922576,0.067680117,0.03,10119.19339,57.35920954,B
159,177.7244288,251.9388315,0.3604615,250.878008,451.3274342,0.277259926,0.183756848,0.112957283,0.077481216,0.062433125,0.045742495,0.049238222,0.052781951,0.063003618,0.075464085,,10528.92628,67.0066791,B
160,172.0076294,202.953869,0.297572374,194.8686397,432.1897779,0.290909395,0.186425384,0.114848965,0.074217139,0.061513901,0.047908023,0.04902409,0.054325323,0.056163032,0.064442894,0.05,8547.339944,59.3152013,B
161,141.2634401,238.4734915,0.323214564,220.6895652,428.9689306,0.286152081,0.19014879,0.111747342,0.072239618,0.059506991,0.046903173,0.049043591,0.054989925,0.060192366,0.068620517,0.02,9567.49013,63.27180727,B
162,192.0965354,275.8666749,0.314306868,228.3578241,628.2947765,0.224703254,0.184976821,0.116676698,0.078215424,0.065438258,0.050649246,0.05242069,0.057749519,0.074667908,0.09410064,0.04,11410.01887,61.99171453,B
163,159.5493431,282.468277,0.372550494,227.5101917,703.7695863,0.176030077,0.162871574,0.133939139,0.090771947,0.074226575,0.056365091,0.057261631,0.064386918,0.079952014,0.104698056,,9466.339161,67.90025355,B
164,154.6424466,264.4338155,0.404732311,251.66789,688.791151,0.228807709,0.172849725,0.118411607,0.078891195,0.066672666,0.051703911,0.055078508,0.062847015,0.071103113,0.093602199,0.05,10386.32776,62.91717335,B
165,163.8958097,234.7193784,0.351678268,225.4634457,617.4991824,0.268064957,0.178886425,0.120670004,0.080393775,0.069271873,0.051087519,0.051012147,0.053532228,0.059486832,0.067558136,0.01,10078.81012,57.6351982,B
166,176.9663434,253.192122,0.353304908,250.6772428,448.078839,0.277320011,0.183518561,0.113041971,0.077508877,0.062548853,0.045772176,0.049213447,0.052909977,0.062892482,0.075367968,0.03,10519.08722,66.66582999,B
167,170.3556137,200.539728,0.30125563,191.720617,435.0612081,0.291161956,0.186222023,0.114993826,0.074051939,0.061161782,0.048109049,0.048865811,0.05419834,0.056307115,0.06459242,0.03,8574.055017,59.46244125,B
168,142.5377838,239.3619553,0.324773601,214.9400155,424.8615661,0.286114326,0.190359503,0.11166187,0.072323034,0.059795635,0.047006738,0.049039903,0.054890783,0.060351363,0.068713288,0.04,9533.575805,62.60797181,B
169,194.9360919,278.3774916,0.315849915,227.0997339,623.8873396,0.224811747,0.184731565,0.116636549,0.078065507,0.065477276,0.050794117,0.052549173,0.057921373,0.074919635,0.094214459,0.01,11308.88376,62.01980068,B
170,158.1425403,280.1009092,0.371560067,227.6931758,708.2466675,0.176004294,0.162902131,0.133827467,0.090700217,0.074383436,0.056007894,0.057350412,0.064170736,0.079759215,0.104626613,0.05,9525.767491,68.04246702,B
171,152.9862071,268.2890076,0.400571369,245.0323575,690.5679606,0.228674936,0.17273499,0.118560844,0.079000369,0.066872802,0.051647515,0.055070265,0.062954135,0.070869093,0.093839479,0.05,10372.89294,62.55097827,B
172,166.2835865,234.8582182,0.350311028,226.9557698,621.3834054,0.268318671,0.179073148,0.120831399,0.080288912,0.069443506,0.050921727,0.051445365,0.053252336,0.05949303,0.067867955,,10103.05821,57.92234198,B
173,177.6648851,254.2272604,0.356063271,248.845282,453.0667814,0.27729456,0.183451605,0.112945993,0.07761872,0.062432307,0.045952357,0.049159643,0.052945017,0.063153851,0.075056779,,10520.04507,67.31300088,B
174,171.2949933,202.6176807,0.295274504,198.4480896,432.5057048,0.291093088,0.186379865,0.114999903,0.074211769,0.061524298,0.047891639,0.048935036,0.054299322,0.056388201,0.064376585,,8589.316134,59.18588138,B
175,144.4170798,237.6346375,0.320084463,216.9200777,430.2263416,0.286233634,0.190315219,0.111694218,0.072352459,0.05948497,0.046884444,0.048808413,0.054912179,0.060171827,0.068514275,,9609.39377,62.81013804,B
176,192.600822,278.8553145,0.312965493,228.533137,632.9545438,0.224408327,0.184999484,0.116793184,0.078096573,0.065445522,0.050637519,0.052517072,0.05796392,0.074984482,0.093997535,,11343.36337,61.83791842,B
177,158.2075991,283.8467233,0.371703327,223.2605311,708.6884534,0.175915038,0.162621542,0.13386071,0.090621768,0.074343023,0.056177126,0.057014986,0.06439216,0.079873884,0.104762859,,9486.964409,68.13379115,B
178,154.758526,268.4109627,0.405509099,248.9608233,691.7973781,,0.172907533,0.118590499,0.079026811,0.066705165,0.051586505,0.055012066,0.062873795,0.071119341,0.093697208,,10352.61138,62.69393003,B
179,167.2105857,238.0829575,0.351909028,225.0918575,617.0013345,,0.178890986,0.111725763,0.080339286,0.069128445,0.050893279,0.051066635,0.05333276,0.059386581,0.067693664,,10107.72806,57.76307094,B
180,178.351738,252.8116639,0.356922725,252.1783832,450.2793704,,0.183538314,0.113031052,0.077455439,0.062557684,0.045681187,0.049008047,0.052879433,0.063021991,0.075444568,,10475.15764,67.39081879,B
181,170.6836844,202.8526554,0.294592112,190.8664252,432.1830707,,0.186237717,0.115007641,0.074076519,0.061268864,0.047961317,0.048901504,0.05414652,0.056335278,0.064778971,,8589.607248,59.29862207,B
182,142.273232,234.9956102,0.325501578,218.617765,433.1887303,,0.19013619,0.111725763,0.072334565,0.059788651,0.046931967,0.04920264,0.055098937,0.060239298,0.068858291,,9519.184545,62.57221357,B
183,194.6324193,277.9384006,0.312511308,225.8236817,626.6219786,0.224907054,0.185116107,0.116723319,0.078235346,0.065513737,0.050698615,0.052123375,0.057939731,0.07489565,0.094284989,,11349.46436,61.89729599,B
184,158.7394412,283.7411382,0.369930328,223.4626699,704.5332909,0.176116911,0.162874935,0.134136724,0.090689664,0.074283567,0.056172961,0.057138823,0.064406399,0.079946716,0.104638664,,9482.130368,68.23395938,B
185,153.4999949,264.4506362,0.407185491,247.929303,687.724722,0.228666969,0.17298547,0.118504276,0.079093117,0.066806723,0.051414426,0.054838808,0.062761006,0.071268847,0.093452169,,10391.84413,62.98240327,B
186,167.6750224,235.5227038,0.354857661,225.0570857,620.2001619,0.268311491,0.17887073,0.120781134,0.080469047,0.069423985,0.050837628,0.051206467,0.053425762,0.059336673,0.067958669,,10151.16399,57.42936648,B
187,174.1148764,251.9148956,0.354175379,250.1883221,450.8501579,0.277275609,0.183621885,0.11300764,0.077442165,0.062403973,0.045640019,0.049094997,0.052921859,0.063086592,0.075438107,,10495.90136,66.96876884,B
188,172.0516951,202.3624699,0.302774159,193.0681939,431.8786195,0.291322449,0.186400607,0.114989528,0.07383548,0.061590968,0.047836005,0.04881969,0.054270482,0.056260622,0.064331461,,8537.395311,59.47700366,B
189,143.9276218,235.295809,0.321015511,215.8713546,430.0303176,0.286211143,0.19016108,0.11164321,0.072211939,0.059853578,0.047037201,0.04873054,0.054936266,0.060077761,0.068777499,,9571.474384,62.74531389,B
190,194.6589588,278.5502633,0.317915074,230.0375305,630.9120106,0.224850743,0.184762425,0.116711094,0.078125763,0.065335349,0.050643474,0.052181031,0.0577174,0.074846308,0.094082355,,11319.4794,62.16767537,B
191,160.5107379,281.7731406,0.371346408,228.1342565,701.7305801,0.175851647,0.162825627,0.134018808,0.090816944,0.074219721,0.056029089,0.057439457,0.064359678,0.079820488,0.104798127,,9536.327893,68.09629076,B
192,153.846808,267.9681323,0.402712999,245.9135441,689.8589428,0.228670388,0.172878062,0.118586669,0.078966334,0.066819461,0.051535735,0.054780376,0.062570783,0.070968941,0.093660343,,10334.98012,62.83931666,B
193,166.8123215,236.5788098,0.355910523,229.2993177,619.5939092,0.267982312,0.178676443,0.120854537,0.080421941,0.069466269,0.050991006,0.051034756,0.053466404,0.059321184,0.067536991,,10124.67979,57.47945858,B
194,177.2559477,250.4558929,0.35880384,251.4801252,451.3956509,0.277373018,0.183516486,0.113045656,0.077378912,0.062236939,0.045631506,0.048935591,0.053012708,0.063083428,0.075334025,,10516.78678,67.01071436,B
195,173.081811,201.2084039,0.301573595,194.9828239,429.008417,0.291208077,0.186498821,0.115024995,0.074029156,0.061537332,0.048113845,0.048895394,0.054140951,0.056347401,0.064618961,,8544.098514,59.26421018,B
196,142.5085826,239.9818629,0.321027358,216.2759124,435.2887057,,0.190135385,0.11193861,0.072264888,0.059550716,0.047074388,0.048950167,0.054935417,0.060316675,0.068657254,,9489.339963,62.81825629,B
197,195.2013852,277.3470329,0.308077924,228.9153223,630.4439615,0.224470848,0.184923479,0.116762885,0.07834818,0.065518421,0.050521063,0.05249138,0.057785307,0.074825897,0.094053508,,11381.34231,62.1538029,B
198,159.9314267,280.016683,0.371631853,225.238386,708.7587086,0.175974495,0.163032759,0.134045931,0.09065978,0.074419537,0.05619898,0.057158421,0.064234189,0.079998887,0.104934536,,9519.357993,68.44926235,B
199,156.0549837,269.1464408,0.400558723,249.2118466,692.4068967,0.228586963,0.172776654,0.118525083,0.078908853,0.066911498,0.051510467,0.054932741,0.062769911,0.07106146,0.093705291,,10387.44092,63.14398307,B
200,165.0882916,236.5073137,0.352237378,225.7044352,617.2188674,0.268144982,0.178983367,0.120866296,0.080364871,0.069169127,0.050799531,0.05105082,0.053465819,0.059347252,0.067680122,,10067.45883,57.74552299,B
201,180.6731325,251.6167405,0.359233374,249.4592812,450.9794246,0.277553723,0.183668188,0.113268969,0.077312859,0.062572002,0.045745775,0.048905967,0.052961255,0.062731498,0.07525032,,10527.41646,67.32529575,B
202,174.256393,202.7355611,0.295414433,193.5926755,439.9367188,0.290928013,0.186375155,0.114957557,0.074091762,0.061359085,0.047898094,0.048858531,0.054017973,0.056425065,0.06471206,,8509.456842,59.66403096,B
203,142.9338061,234.8385574,0.323864582,216.2799799,430.8698709,0.286082411,0.190058289,0.111631097,0.072242964,0.059663748,0.046848015,0.049086855,0.054941784,0.060137126,0.068628028,,9512.680816,62.81268098,B
204,195.0418693,275.8446142,0.312013374,221.6121972,629.3680412,0.224692961,0.185055551,0.116926344,0.078202795,0.06541058,0.050521254,0.052390509,0.057671936,0.074953487,0.093895867,,11344.57949,61.88873577,B
205,161.53748,277.4795543,0.371545607,224.882777,708.1252031,0.175775336,0.162499681,0.134010449,0.090729563,0.074416305,0.056203644,0.057331666,0.064152948,0.07999712,0.104552922,,9467.395501,67.61563354,B
206,151.843453,266.2689762,0.402600787,250.90756,694.9038196,0.228789737,0.172837632,0.118666078,0.078925963,0.066891222,0.0516306,0.054945102,0.062684244,0.071133867,0.093587205,,10322.50694,62.90460361,B
207,164.5449572,236.9475104,0.351488541,224.1960739,611.4890577,0.268190033,0.178790536,0.120449915,0.080329779,0.069311263,0.050952165,0.051092649,0.053517302,0.059432169,0.06759995,,10163.07824,57.38107567,B
208,175.6735313,251.6762205,0.357523227,254.7670808,448.5624676,0.277545097,0.183558584,0.112997364,0.077604694,0.062258187,0.045827478,0.049064326,0.05289495,0.063024802,0.075354988,,10511.9506,67.05596229,B
209,171.7191983,201.5991254,0.30147778,190.8405976,433.2464419,0.290877331,0.186368111,0.114933291,0.074158136,0.061501406,0.047958535,0.049075309,0.054090404,0.056358854,0.064501813,,8514.734691,59.41496736,B
210,143.3794083,236.307402,0.323559871,216.8290356,429.9000755,0.28618827,0.190336749,0.111879542,0.072185706,0.059612882,0.047023921,0.04905745,0.055110378,0.060193675,0.068693764,0.03,9587.777812,62.89436476,B
211,196.8381657,275.973336,0.311587803,227.1454961,633.922858,0.224726875,0.185068195,0.116797718,0.07811413,0.065701693,0.050537216,0.052543126,0.057853875,0.074883529,0.093965995,0.05,11359.51391,61.92257603,B
212,159.3829495,279.280895,0.368994654,222.9955794,704.1450003,0.175893544,0.162759531,0.134006068,0.090946459,0.074451014,0.056132613,0.057045316,0.064271421,0.079810983,0.104695656,0.02,9525.987135,68.38274346,B
213,152.1389036,269.9916696,0.405967525,247.0974756,691.8983057,0.228650074,0.172997145,0.118649394,0.079021987,0.066932246,0.051607444,0.055167952,0.062585498,0.071008134,0.093450743,0.04,10311.71432,62.91730013,B
214,164.815854,233.5217806,0.351055425,229.0990822,619.6107674,0.268231032,0.178804807,0.120624144,0.080381897,0.069359371,0.051135341,0.051049408,0.053329816,0.059383408,0.067623474,0.03,10129.36312,57.42967731,B
215,177.6714248,251.4874764,0.357646384,252.5461115,448.0199734,0.277320967,0.183556921,0.113178756,0.077361057,0.062358,0.045648051,0.048953485,0.052949711,0.063048894,0.075480469,0.03,10489.95055,67.05012712,B
216,170.1286265,200.0652054,0.297463152,198.0804926,434.5586039,0.29128045,,0.115123332,0.073939483,0.061515431,0.047998028,0.04875098,0.054185308,0.056405974,0.064619782,0.04,8566.215253,59.15792686,B
217,143.0324141,230.560459,0.319062455,221.1472026,435.5510883,0.286124285,0.190120136,0.11166375,0.07234756,0.059904477,0.046935384,0.049160148,0.05492826,0.060456506,0.068628373,0.03,9569.700168,63.05882687,B
218,193.0029358,277.0991074,0.310886928,230.2387653,632.4294673,0.224799481,0.185190006,0.116812447,0.078160889,0.065589131,,0.052239405,0.057486079,0.074787187,0.094233977,0.05,11353.29721,62.10352678,B
219,161.2175168,280.8924506,0.374071426,222.2757312,702.1700236,0.175886606,0.162706876,0.134007419,0.090547785,0.074433127,0.056148029,0.057216875,0.064392229,0.079713288,0.10462767,0.01,9534.267681,67.7061394,B
220,153.5206922,266.5187527,0.401497794,242.6836828,690.367072,0.228617573,0.172587461,0.118616974,0.078906869,0.066551011,0.051417075,0.054982245,0.062651687,0.070992109,0.093573653,0.03,10445.6082,63.21680635,B
221,165.5993372,238.407076,0.349313722,228.6156608,619.030604,0.268236157,0.178899948,0.120617334,0.080400023,0.069339653,0.050854387,0.05106598,0.053314161,0.059426494,0.067896929,0.05,10163.18358,57.29452007,B
222,178.325015,251.6792235,0.358138871,251.5586435,446.5377778,0.27740405,0.183686842,0.113097192,0.077488572,0.062579473,0.04571186,0.048951468,0.052945122,0.063067717,0.075289984,0.05,10552.92458,67.23810966,B
223,171.2131618,204.1734086,0.298920724,192.3831138,436.9224291,0.291092071,0.186404667,0.114874548,0.074046374,0.061414273,0.047777842,0.049069022,0.054138625,0.056485727,0.064612198,0.03,8551.223601,59.36683121,B
224,144.1740106,238.9262825,0.325172717,218.3801146,424.2405755,0.285989092,0.190050764,0.111434264,0.07219495,0.059783132,0.046751333,0.049105333,0.054819869,0.059953326,0.068801422,0.04,9539.848402,63.05859258,B
225,192.1903568,278.2778168,0.311740916,224.4853199,629.8432052,0.224981563,0.18507493,0.116533213,0.078389208,0.065464826,0.050438647,0.052380665,0.057752742,0.074806258,0.093950986,0.01,11374.63405,62.20220347,B
226,160.6717548,283.6705175,0.368272663,222.7717425,705.1007037,0.176076779,0.162654999,0.133772415,0.090656687,0.074263137,0.056324276,0.057192844,0.064359154,0.079901144,0.104829265,0.02,9464.885534,68.27282504,B
227,153.8472768,265.1462195,0.402233563,247.3551217,688.7282873,0.228793644,0.172954908,0.118522753,0.079022766,0.066624283,0.051669009,0.055077593,0.06268207,0.070973663,0.093592914,0.03,10396.17243,62.89910392,B
228,163.0412563,235.3258134,0.353894838,226.9006829,616.530039,0.268270805,0.178726528,0.120722319,0.080301183,0.069295354,0.050986042,0.050920887,0.053190375,0.059337194,0.067751743,,10091.06305,57.68549315,B
229,175.8857994,253.4404062,0.356864657,248.1878132,448.0563858,0.277201166,0.18369034,0.113156734,0.077410901,0.062433985,0.045686469,0.049008028,0.053014252,0.062895622,0.075242608,0.02,10492.54987,66.78508945,B
230,170.8460421,200.2417136,0.297427654,193.6665896,433.6098041,0.291253795,0.18663937,0.11483072,0.074098935,0.061302415,0.047978116,0.049114657,0.054398068,0.056389819,0.064617218,,8606.77525,59.4284378,B
231,141.0913912,238.6108184,0.325138343,218.778786,435.493904,0.28606536,0.190294315,0.11143653,0.072157606,0.05961074,0.046952854,0.04895564,0.055042241,0.060215702,0.068713673,0.03,9617.108504,62.78051894,B
232,195.8013802,279.0005866,0.311090764,229.1143255,626.7079818,0.224680739,0.184921872,0.116801575,0.078303588,0.065717282,0.050728952,0.052552878,0.057520104,0.074741461,0.094019685,0.02,11387.24008,62.01821395,B
233,159.1739395,279.599259,0.374231815,221.8020245,709.0950502,0.17563232,0.162792582,0.133941048,0.090638879,0.074216075,0.056233533,0.057260489,0.064415196,0.079927941,0.104621412,0.05,9495.396529,68.10737156,B
234,150.4189041,270.3207056,0.405578702,242.3607472,691.4703713,0.228731174,0.17282771,0.11844403,0.0789434,0.066839029,0.051660955,0.054908145,0.062721196,0.071079553,0.093582839,0.02,10433.40624,62.75975473,B
235,163.8619302,235.9559726,0.35289931,228.1989382,616.4835531,0.268087025,0.178932262,0.120782881,0.080495392,0.069337771,0.05108616,0.051026483,0.053333645,0.059370595,0.067612209,0.01,10077.53815,57.77979374,B
236,175.2886595,254.3701108,0.353482328,251.2074223,453.9643635,0.27727349,0.183606742,0.113044424,0.077262696,0.062569432,,0.049083237,0.05271282,0.062979343,0.075300861,0.01,10536.3179,67.11922498,B
237,172.39546,201.1119473,0.297147251,193.9968954,428.471193,0.291217402,0.186551038,0.114940322,,0.061355743,0.047834879,0.048915601,0.054160493,0.056359433,0.064597712,0.05,8518.120326,59.32797838,B
238,144.9425326,237.1191074,0.325588938,216.077252,432.9085266,0.286069554,0.190278125,0.111752214,0.072418825,0.059580418,0.047060497,0.049100532,0.055057877,0.060266039,0.068576577,,9549.602079,63.28282626,B
239,191.6898667,279.1850871,,226.8679571,627.119461,0.224872669,0.184909903,0.116753787,0.078166989,0.065420242,0.050587646,0.052467652,0.057782627,0.074851482,0.09407663,,11354.88853,61.92212543,B
240,160.1515839,285.4130023,0.371480378,221.5429184,703.2852938,0.176133164,0.162654999,0.133991926,0.090674517,,0.056276683,0.057107751,0.064346964,0.079749516,0.10478573,,9472.384021,,B
241,155.8599073,270.9759375,0.404473622,251.8559748,693.7760095,0.228749332,0.173017208,0.118423119,0.079129815,0.066809481,0.05163228,0.055008449,0.062745032,0.071092012,0.09360655,,10463.19675,63.16859921,B
242,167.8191901,239.1142706,0.349940381,227.8092792,616.9770792,0.268162376,0.178904787,0.120731889,0.080415534,0.069355535,0.050942995,0.05102072,0.053417284,0.059349363,0.067707563,,10123.18311,57.49191223,B
243,178.0407856,254.1569362,0.359002624,248.7212554,454.9987142,0.277233188,0.183628879,0.11300066,0.07733604,0.062337761,0.045870303,0.049144565,0.052821674,0.062963287,0.075321886,,10493.79947,67.05308979,B
244,171.8780318,205.9135658,0.296859964,192.1832481,430.4414377,0.291195891,0.18642468,0.114943589,0.074008335,0.061485701,0.047954794,0.04884913,0.054305201,0.056305324,0.064553895,,8600.637835,59.03394775,B
245,141.097175,236.5198797,0.319010357,216.5283689,428.7290295,0.286146165,0.190271107,0.111702875,0.072259615,0.059560134,0.046965958,0.048966748,0.054932963,0.060336877,0.068642093,,9570.451506,62.80186885,B
246,194.819732,278.4541962,0.309654035,231.2845157,629.2036619,0.224882499,0.185028766,0.11678828,0.078136886,0.065502071,0.050611007,0.052364528,0.057939019,0.074801032,0.09411996,,11324.4588,62.17007723,B
247,160.5503248,286.2715461,0.372193584,230.9955828,704.0685017,0.176101137,0.162807455,0.134042076,0.09058072,0.074328384,0.056032186,0.057168118,0.064339341,0.07985021,0.104777041,,9562.240858,68.04519624,B
248,158.4580044,298.9475617,0.422695134,191,693,0.186614239,0.160552347,,0.102959615,0.076127443,0.056087908,0.060213154,0.063433342,0.070938876,0.089583452,,9720,64.78,C
249,151.5679091,245.4178985,0.336733987,184,478,0.255385131,0.183929314,0.124957986,0.087408195,0.071272462,0.055855646,0.054436624,0.054013479,0.055676596,0.057064568,,10500,65.37,C
250,185.5496269,248.7737704,0.326773899,164,440,0.288403782,0.181987758,0.105261836,0.072943408,0.059250033,0.047212351,0.051161577,,0.063620376,0.074408866,,9902,62.65,C
251,125.5013058,188.9351971,,201,389,0.298318427,0.193435399,0.113852979,0.075896565,0.062494738,0.046121983,0.046763719,0.049472021,0.054031622,0.059612548,,9813,61.83,C
252,182.9682153,274.8183561,0.383716758,220,707,,0.182309861,0.124500139,0.085884837,0.068439952,0.051072197,0.051993174,0.055600124,0.06168187,0.068937052,,9968,62.82,C
253,142.3773367,235.2025383,0.318458116,209,449,,0.193204345,,0.082609422,0.068231626,0.050060625,0.051383408,0.056110231,0.057574145,0.066694189,,10751,63.75,C
254,138.3405841,278.6193529,0.438228661,238,716,,0.185173816,0.125326473,0.082101018,,0.050513547,0.053044327,0.055835026,0.065440381,0.076993852,,14318,56.85,C
255,152.9521569,292.2971858,0.4189583,254,689,,0.154808043,0.13811865,0.102801686,,0.056120651,0.059216286,0.067269855,0.08125407,0.103765437,,9055,63.92,C
256,158.5461,299.0715,0.5484,187.0018201,691.332165,0.186773842,0.160684528,0.133538302,0.10295078,0.076113916,0.056157082,0.060269365,0.063417874,0.071016243,0.08967712,,9703.639322,64.83519803,C
257,151.2998,245.4193,0.4705,184.059316,475.8579443,0.255480118,0.183832478,0.124671891,0.087551252,0.071250239,0.055596231,0.054375403,0.053960073,0.055549496,0.057093885,,10519.17662,64.93521423,C
258,186.028,248.9313,0.3918,164.2491193,442.5306859,0.288339147,0.182001487,0.105155595,0.073031119,0.059172804,0.047320498,0.050852989,0.055666444,0.063617906,0.074543878,,9902.789062,62.75662504,C
259,125.537,190.4545,0.3197,205.2211315,389.0793466,0.255385131,0.19336848,0.113880721,0.075781444,0.062692353,0.046178439,0.046762979,,0.054083342,0.059507988,,9817.860428,61.99995511,C
260,183.1197,274.7699,0.3315,221.3105639,710.532402,0.249471859,0.182409435,0.124691054,0.085881509,0.068592971,0.051042963,0.051795789,,0.061887579,0.06894284,,9979.585373,63.19208269,C
261,142.1053,234.532,0.3848,208.1533293,446.1597065,0.245185262,0.193152492,0.12902308,0.082481324,0.068393623,0.050184258,0.051729535,,0.057643446,0.066533711,,10748.18316,63.45401522,C
